ticker,representative,transaction_type,transaction_date,price_change
BX,Marjorie Taylor Greene,Purchase,2025-03-17,34.51
ABBV,Marjorie Taylor Greene,Purchase,2025-03-17,-207.95
AAPL,Marjorie Taylor Greene,Purchase,2025-03-17,199.53
KMI,Marjorie Taylor Greene,Purchase,2025-03-17,50.38
NVDA,Marjorie Taylor Greene,Purchase,2025-03-17,-153.1
CAT,Marjorie Taylor Greene,Purchase,2025-03-17,-200.21
GOOG,Marjorie Taylor Greene,Purchase,2025-03-17,-19.21
CAH,Marjorie Taylor Greene,Purchase,2025-03-17,143.04
AMAT,Marjorie Taylor Greene,Purchase,2025-03-17,-214.85
UPS,Marjorie Taylor Greene,Purchase,2025-03-17,-250.72
DLR,Marjorie Taylor Greene,Purchase,2025-03-17,-96.81
FLL,Susie Lee,Sale,2025-03-12,118.2
CRWD,Marjorie Taylor Greene,Purchase,2025-03-07,861.77
GS,Marjorie Taylor Greene,Purchase,2025-03-07,97.74
UBS,Mikie Sherrill,Sale,2025-03-07,-412.88
DG,Marjorie Taylor Greene,Purchase,2025-03-07,222.39
TSLA,Marjorie Taylor Greene,Purchase,2025-03-07,-531.47
BRK.B,Eleanor Holmes Norton,Sale,2025-03-05,469.61
HLMN,Gilbert Cisneros,Purchase,2025-03-03,-487.29
STRL,Gilbert Cisneros,Purchase,2025-03-03,416.22
DG,Marjorie Taylor Greene,Purchase,2025-03-03,1637.22
IBIT,Marjorie Taylor Greene,Purchase,2025-03-03,-245.4
WFC,A. Mitchell Jr. McConnell,Purchase,2025-03-03,-585.49
PI,Marjorie Taylor Greene,Purchase,2025-03-03,287.24
NGL,Mark Dr Green,Sale,2025-02-28,-351.97
GS,Josh Gottheimer,Sale,2025-02-28,-918.38
TPX,April Mcclain Delaney,Sale,2025-02-28,
LH,April Mcclain Delaney,Purchase,2025-02-28,-670.41
CPAY,April Mcclain Delaney,Purchase,2025-02-28,-554.69
RVTY,April Mcclain Delaney,Sale,2025-02-28,-433.35
V,Josh Gottheimer,Purchase,2025-02-28,-745.77
XYZ,Josh Gottheimer,Sale,2025-02-27,-493.15
LH,April Mcclain Delaney,Purchase,2025-02-27,-548.04
PAYX,April Mcclain Delaney,Purchase,2025-02-27,-385.86
CACI,April Mcclain Delaney,Purchase,2025-02-27,908.44
FNA,Josh Gottheimer,Sale,2025-02-27,15.4
KKR,Josh Gottheimer,Sale,2025-02-27,-1187.59
BX,Josh Gottheimer,Sale,2025-02-27,-578.18
UNH,Gilbert Cisneros,Sale,2025-02-26,1148.86
AKAM,Gilbert Cisneros,Sale,2025-02-26,183.46
ECL,John Boozman,Purchase,2025-02-26,-580.55
AMP,Greg Landsman,Purchase,2025-02-26,-621.2
AXP,John Boozman,Purchase,2025-02-26,-864.24
EPAC,Gilbert Cisneros,Purchase,2025-02-26,-697.93
KKR,Josh Gottheimer,Sale,2025-02-26,-1219.48
WBA,Gilbert Cisneros,Sale,2025-02-26,54.35
BITB,David H. McCormick,Purchase,2025-02-26,-45.76
UBER,Gilbert Cisneros,Purchase,2025-02-26,-3.95
DG,Gilbert Cisneros,Purchase,2025-02-26,1276.45
PH,Greg Landsman,Sale,2025-02-26,-582.66
CDNS,Gilbert Cisneros,Sale,2025-02-26,333.94
FI,Josh Gottheimer,Purchase,2025-02-26,-505.86
LITP,John Boozman,Purchase,2025-02-26,94.79
F,Gilbert Cisneros,Sale,2025-02-26,559.66
FTGC,John Boozman,Sale (Partial),2025-02-26,99.68
COST,Greg Landsman,Sale,2025-02-26,-1189.08
HUM,Gilbert Cisneros,Purchase,2025-02-26,435.17
NVDA,Greg Landsman,Sale,2025-02-26,-1034.43
CRWD,Greg Landsman,Purchase,2025-02-26,-819.14
AMZN,Scott Scott Franklin,Purchase,2025-02-26,-846.28
ANSS,Gilbert Cisneros,Sale,2025-02-26,-244.34
AMZN,Scott Scott Franklin,Purchase,2025-02-26,-846.28
AMZN,Thomas H. Kean Jr,Purchase,2025-02-26,-846.28
AMZN,Scott Scott Franklin,Purchase,2025-02-26,-846.28
TBLL,John Boozman,Purchase,2025-02-26,29.86
BX,Josh Gottheimer,Sale,2025-02-26,-700.49
DHR,Gilbert Cisneros,Sale,2025-02-26,91.67
WYNN,Gilbert Cisneros,Purchase,2025-02-26,-929.75
NVDA,John Boozman,Purchase,2025-02-26,-1034.43
PCG,Gilbert Cisneros,Sale,2025-02-26,523.69
SYK,Thomas H. Kean Jr,Sale,2025-02-26,-526.62
TSLA,Gilbert Cisneros,Purchase,2025-02-26,-1447.39
AMZN,John Boozman,Purchase,2025-02-26,-846.28
AMZN,Greg Landsman,Sale,2025-02-26,-846.28
EMLP,John Boozman,Sale (Partial),2025-02-26,78.15
ALGN,Gilbert Cisneros,Sale,2025-02-26,-1181.95
LUV,Gilbert Cisneros,Sale,2025-02-26,1348.97
MSFT,Gilbert Cisneros,Purchase,2025-02-26,-211.89
MRK,Gilbert Cisneros,Purchase,2025-02-26,417.32
GM,Gilbert Cisneros,Sale,2025-02-26,276.52
IVW,John Boozman,Sale (Partial),2025-02-26,-696.01
CMG,Gilbert Cisneros,Sale,2025-02-26,-915.39
MSI,John Boozman,Purchase,2025-02-26,-83.52
PFE,Gilbert Cisneros,Purchase,2025-02-26,-52.99
BITB,David H. McCormick,Purchase,2025-02-25,-467.45
URNM,John Boozman,Purchase,2025-02-25,42.49
VRT,Josh Gottheimer,Sale,2025-02-25,-355.82
NSC,Julie Johnson,Sale,2025-02-25,-544.68
UNP,Julie Johnson,Purchase,2025-02-25,-488.43
RTX,Jefferson Shreve,Purchase,2025-02-24,553.3
ACN,Shelley Moore Capito,Sale (Partial),2025-02-24,-1610.01
UNP,Jefferson Shreve,Purchase,2025-02-24,-348.7
HOPE,Jefferson Shreve,Sale,2025-02-24,-297.12
AAPL,Josh Gottheimer,Sale,2025-02-24,-1166.73
MSFT,Jefferson Shreve,Sale,2025-02-24,-315.35
PLD,Jefferson Shreve,Purchase,2025-02-24,-1019.63
HOG,Jefferson Shreve,Sale,2025-02-24,-668.43
NSC,Jefferson Shreve,Sale,2025-02-24,-505.94
WTW,Gilbert Cisneros,Purchase,2025-02-24,137.42
BK,Julie Johnson,Purchase,2025-02-24,-506.76
NVDA,Jefferson Shreve,Purchase,2025-02-24,-965.61
HD,Josh Gottheimer,Sale,2025-02-24,-817.69
IEX,Jefferson Shreve,Sale,2025-02-24,-748.14
GS,Julie Johnson,Purchase,2025-02-24,-974.22
BLK,Julie Johnson,Sale,2025-02-24,-11.23
CI,Jefferson Shreve,Purchase,2025-02-24,519.23
MSTR,Jefferson Shreve,Purchase,2025-02-24,751.17
BSX,Gilbert Cisneros,Sale,2025-02-24,-354.44
INTU,Jefferson Shreve,Sale,2025-02-24,648.76
TJX,Jefferson Shreve,Sale,2025-02-24,-440.44
QCOM,Jefferson Shreve,Purchase,2025-02-24,-265.67
PGR,Julie Johnson,Purchase,2025-02-24,8.44
JNJ,Jefferson Shreve,Purchase,2025-02-24,-6.72
AVGO,Jefferson Shreve,Purchase,2025-02-24,-782.47
OXY,Jefferson Shreve,Purchase,2025-02-24,-385.08
ORCL,Jefferson Shreve,Purchase,2025-02-24,-1043.19
SNDK,Jefferson Shreve,Exchange,2025-02-24,1102.88
GE,Jefferson Shreve,Purchase,2025-02-24,272.76
APD,Jefferson Shreve,Purchase,2025-02-24,-573.39
AMGN,Jefferson Shreve,Purchase,2025-02-24,204.06
RPD,Jefferson Shreve,Sale,2025-02-24,-1013.34
ADBE,Jefferson Shreve,Purchase,2025-02-24,-1286.17
HUBB,Jefferson Shreve,Sale,2025-02-24,-836.56
BLK,Jefferson Shreve,Sale,2025-02-24,-11.23
CMCSA,Shelley Moore Capito,Sale (Full),2025-02-24,123.97
APP,Jefferson Shreve,Purchase,2025-02-24,-2349.13
LIN,Jefferson Shreve,Sale,2025-02-24,-4.36
AKAM,Jefferson Shreve,Sale,2025-02-24,436.57
ABT,Shelley Moore Capito,Sale (Partial),2025-02-24,-638.01
UPS,Jefferson Shreve,Sale,2025-02-24,-91.25
CAT,Jefferson Shreve,Sale,2025-02-24,-92.65
RGLD,Jefferson Shreve,Purchase,2025-02-24,390.44
MRP,Jefferson Shreve,Sale,2025-02-24,931.44
PG,Jefferson Shreve,Sale,2025-02-24,-225.75
CMCSA,Jefferson Shreve,Sale,2025-02-24,123.97
PNC,Julie Johnson,Sale,2025-02-24,-714.06
PWR,Jefferson Shreve,Sale,2025-02-24,341.61
UNH,Jefferson Shreve,Sale,2025-02-24,1198.86
ELV,Jefferson Shreve,Purchase,2025-02-24,1088.36
PHM,Jefferson Shreve,Purchase,2025-02-24,100.29
EXPO,Jefferson Shreve,Purchase,2025-02-24,-693.56
BUSE,Jefferson Shreve,Purchase,2025-02-24,-812.5
BC,Jefferson Shreve,Purchase,2025-02-24,-898.42
ACGL,Jefferson Shreve,Purchase,2025-02-24,271.36
ABBV,Jefferson Shreve,Purchase,2025-02-24,290.57
LOW,Jefferson Shreve,Purchase,2025-02-24,-422.22
AVB,Jefferson Shreve,Sale,2025-02-24,-516.36
XOM,Jefferson Shreve,Purchase,2025-02-24,380.16
ALB,Jefferson Shreve,Sale,2025-02-24,-428.24
FIS,Jefferson Shreve,Purchase,2025-02-24,573.74
MSFT,Josh Gottheimer,Sale,2025-02-24,-315.35
SHW,Jefferson Shreve,Purchase,2025-02-24,-275.1
BA,Jefferson Shreve,Sale,2025-02-24,-100.05
PFE,Jefferson Shreve,Purchase,2025-02-24,-138.84
VRTX,Jefferson Shreve,Purchase,2025-02-24,447.42
CSGP,Jefferson Shreve,Purchase,2025-02-24,125.18
NVT,Jefferson Shreve,Purchase,2025-02-24,-555.46
HD,Jefferson Shreve,Purchase,2025-02-24,-817.69
DVN,Jefferson Shreve,Purchase,2025-02-24,-310.91
XYZ,Jefferson Shreve,Sale,2025-02-24,-729.67
PRI,Jefferson Shreve,Sale,2025-02-24,337.91
EPAM,Jefferson Shreve,Sale,2025-02-24,-1546.92
MRP,Jefferson Shreve,Exchange,2025-02-24,931.44
TTD,Jefferson Shreve,Sale,2025-02-24,-2411.05
HAL,Jefferson Shreve,Sale,2025-02-24,-747.94
COF,Julie Johnson,Purchase,2025-02-24,-1255.5
MRK,Jefferson Shreve,Purchase,2025-02-24,201.6
LEN,Jefferson Shreve,Sale,2025-02-24,-383.11
FLL,Susie Lee,Sale,2025-02-24,-1507.94
ITT,Jefferson Shreve,Sale,2025-02-24,-403.61
CPAY,April Mcclain Delaney,Purchase,2025-02-22,-402.51
TDY,April Mcclain Delaney,Sale,2025-02-22,116.73
CACI,April Mcclain Delaney,Sale,2025-02-22,1190.51
TPX,April Mcclain Delaney,Sale,2025-02-22,
NTDOY,Josh Gottheimer,Sale,2025-02-21,-496.6
PAYX,April Mcclain Delaney,Purchase,2025-02-21,-369.67
FLL,Susie Lee,Sale,2025-02-21,-1969.98
CSCO,Josh Gottheimer,Sale,2025-02-21,-575.18
SPOT,Josh Gottheimer,Sale,2025-02-21,-122.49
PAYX,Josh Gottheimer,Sale,2025-02-21,-369.67
TPX,April Mcclain Delaney,Sale,2025-02-21,
IFNNY,Josh Gottheimer,Sale,2025-02-21,-1075.78
FI,Josh Gottheimer,Purchase,2025-02-21,-613.33
SCHW,Josh Gottheimer,Sale,2025-02-21,-254.85
MSFT,Josh Gottheimer,Sale,2025-02-21,-415.23
BRK.B,Josh Gottheimer,Sale,2025-02-21,901.74
BABA,Rob Bresnahan,Purchase,2025-02-21,-598.96
ROK,Tim Moore,Sale,2025-02-21,-1233.99
AAPL,Josh Gottheimer,Sale,2025-02-21,-1110.98
SNOW,Josh Gottheimer,Purchase,2025-02-21,-1096.18
DASTY,Josh Gottheimer,Sale,2025-02-21,181.95
AMZN,Greg Landsman,Purchase,2025-02-20,-1196.61
GD,Tim Moore,Sale,2025-02-20,699.03
ICFI,Gilbert Cisneros,Sale,2025-02-20,-1637.81
HOOD,Rob Bresnahan,Sale,2025-02-20,-2087.05
META,Rob Bresnahan,Sale,2025-02-20,-1418.89
INTC,Rob Bresnahan,Purchase,2025-02-20,-701.42
ARINA,Greg Landsman,Sale,2025-02-20,
ET,Virginia Foxx,Purchase,2025-02-19,-755.47
LLY,Josh Gottheimer,Sale,2025-02-19,-340.0
ICFI,Josh Gottheimer,Sale,2025-02-19,-1744.6
CACI,April Mcclain Delaney,Sale,2025-02-18,795.54
LMT,Scott Scott Franklin,Purchase,2025-02-18,260.42
LMT,Scott Scott Franklin,Purchase,2025-02-18,260.42
LMT,Scott Scott Franklin,Purchase,2025-02-18,260.42
BLK,Greg Landsman,Sale,2025-02-18,-267.22
AOS,April Mcclain Delaney,Sale,2025-02-18,118.69
ALAB,Rob Bresnahan,Sale,2025-02-18,-2376.97
CRWD,Greg Landsman,Purchase,2025-02-18,-2044.98
YUM,James E. Banks,Sale (Full),2025-02-18,653.84
PG,Lloyd Doggett,Purchase,2025-02-18,76.17
NGL,Mark Dr Green,Sale,2025-02-18,-585.86
STT,Jake Auchincloss,Sale,2025-02-18,-984.67
TPX,April Mcclain Delaney,Sale,2025-02-17,
ENTG,April Mcclain Delaney,Purchase,2025-02-17,-1033.04
VIK,April Mcclain Delaney,Purchase,2025-02-17,-2266.15
FBIN,April Mcclain Delaney,Purchase,2025-02-17,-869.06
LH,April Mcclain Delaney,Purchase,2025-02-17,-490.48
TPX,April Mcclain Delaney,Sale,2025-02-16,
TPX,April Mcclain Delaney,Sale,2025-02-15,
LYV,April Mcclain Delaney,Sale,2025-02-14,-1996.62
MSFT,Josh Gottheimer,Sale,2025-02-14,-420.39
ORCL,Rob Bresnahan,Sale,2025-02-14,-1259.19
MSFT,Josh Gottheimer,Sale,2025-02-14,-420.39
RDDT,Rob Bresnahan,Purchase,2025-02-14,-4108.36
COF,Julie Johnson,Purchase,2025-02-14,-1352.39
MSFT,Josh Gottheimer,Sale,2025-02-14,-420.39
MSFT,Josh Gottheimer,Purchase,2025-02-14,-420.39
MSFT,Josh Gottheimer,Sale,2025-02-14,-420.39
MSFT,Josh Gottheimer,Purchase,2025-02-14,-420.39
MSFT,Josh Gottheimer,Purchase,2025-02-14,-420.39
INTC,Rob Bresnahan,Purchase,2025-02-14,279.66
MSFT,John Boozman,Purchase,2025-02-14,-420.39
TSLA,Josh Gottheimer,Sale,2025-02-14,-3010.62
MSFT,Josh Gottheimer,Purchase,2025-02-14,-420.39
RTX,Julie Johnson,Purchase,2025-02-14,813.66
BK,Julie Johnson,Purchase,2025-02-14,-488.39
PGR,Julie Johnson,Purchase,2025-02-14,390.71
CB,Julie Johnson,Sale,2025-02-14,1017.31
IVW,John Boozman,Sale (Partial),2025-02-14,-1099.13
ARLP,Virginia Foxx,Purchase,2025-02-14,-190.58
LPLA,Markwayne Mullin,Purchase,2025-02-13,-1193.53
DIS,John Boozman,Sale (Full),2025-02-13,-924.35
IQV,Markwayne Mullin,Purchase,2025-02-13,-518.24
LHX,Markwayne Mullin,Purchase,2025-02-13,399.0
HON,Markwayne Mullin,Sale (Full),2025-02-13,236.27
ABT,Josh Gottheimer,Purchase,2025-02-13,-413.54
