ticker,representative,transaction_type,transaction_date,price_change
MSFT,Pete Sessions,Purchase,2024-09-09,-356.4
VEA,John Boozman,Sale (Partial),2024-09-09,223.92
EFA,John Boozman,Sale (Partial),2024-09-09,379.65
PALL,John Boozman,Purchase,2024-09-06,443.38
IEF,John Boozman,Purchase,2024-09-06,-339.57
VNQI,John Boozman,Sale (Partial),2024-09-06,-895.42
TLH,John Boozman,Purchase,2024-09-06,-595.29
TBLL,John Boozman,Purchase,2024-09-06,7.57
SHY,John Boozman,Purchase,2024-09-06,-45.81
SAP,Josh Gottheimer,Sale,2024-09-06,2895.94
JMBS,John Boozman,Purchase,2024-09-06,-327.76
FTGC,John Boozman,Purchase,2024-09-06,1323.2
IEI,John Boozman,Purchase,2024-09-06,-158.78
SCHP,John Boozman,Purchase,2024-09-06,35.76
GIGB,John Boozman,Purchase,2024-09-06,-267.23
AGZ,John Boozman,Purchase,2024-09-06,-96.11
WWSYX,John Boozman,Sale (Partial),2024-09-06,
LSXMK,John Hickenlooper,Sale (Partial),2024-09-06,-115.3
MBB,John Boozman,Purchase,2024-09-06,-246.06
PPLT,John Boozman,Purchase,2024-09-06,632.54
TPYP,John Boozman,Sale (Partial),2024-09-06,1735.06
EMLP,John Boozman,Sale (Partial),2024-09-06,1493.55
CMBS,John Boozman,Purchase,2024-09-06,-119.29
IVV,John Boozman,Purchase,2024-09-06,427.15
TLT,John Boozman,Purchase,2024-09-06,-889.92
NSRGY,Josh Gottheimer,Purchase,2024-09-05,-100.38
MATURE,Rudy Yakym Iii,Purchase,2024-09-05,
SAP,Josh Gottheimer,Sale,2024-09-05,2818.91
ABT,John James,Sale,2024-09-04,1043.71
LIN,John James,Sale,2024-09-04,-292.29
PEG,John James,Sale,2024-09-04,245.71
MU,John James,Sale,2024-09-04,608.13
ICLR,John James,Sale,2024-09-04,-4084.54
OTIS,John James,Sale,2024-09-04,737.32
TT,John James,Sale,2024-09-04,17.6
BRK.B,John James,Sale,2024-09-04,905.61
WAB,John James,Sale,2024-09-04,1264.33
NOC,John James,Sale,2024-09-04,-629.39
AVGO,John James,Sale,2024-09-04,2435.76
GPC,John James,Sale,2024-09-04,-1587.82
EOG,John James,Sale,2024-09-04,194.66
MCD,John James,Sale,2024-09-04,604.45
NEE,John James,Sale,2024-09-04,-1258.02
CCI,John James,Sale,2024-09-04,-653.61
BP,John James,Sale,2024-09-04,660.29
AEE,John James,Sale,2024-09-04,1800.29
GIS,John James,Sale,2024-09-04,-2030.44
ICE,John James,Sale,2024-09-04,736.32
CVX,John James,Sale,2024-09-04,1596.4
SO,John James,Sale,2024-09-04,25.81
VLO,John James,Sale,2024-09-04,-581.54
GOOGL,John James,Sale,2024-09-04,481.94
UNH,John James,Sale,2024-09-04,-1445.43
EA,John James,Sale,2024-09-04,-189.01
KO,John James,Sale,2024-09-04,-536.11
MDLZ,John James,Sale,2024-09-04,-1429.52
KLAC,John James,Sale,2024-09-04,-518.31
WMT,John James,Sale,2024-09-04,1131.54
PPG,John James,Sale,2024-09-04,-1258.39
MSFT,John James,Sale,2024-09-04,-431.4
CSCO,John James,Sale,2024-09-04,2132.8
MMC,John James,Sale,2024-09-04,38.46
AAPL,John James,Sale,2024-09-04,-116.82
SKX,John James,Sale,2024-09-04,-1678.29
MDT,John James,Sale,2024-09-04,-76.9
CMCSA,John James,Sale,2024-09-04,-496.51
ADI,John James,Sale,2024-09-04,-784.49
WM,John James,Sale,2024-09-04,744.79
RGA,John James,Sale,2024-09-04,-1262.81
FNF,John James,Sale,2024-09-04,742.31
GOOG,John James,Sale,2024-09-04,534.82
ADP,John James,Sale,2024-09-04,730.32
CB,John James,Sale,2024-09-04,16.84
TJX,John James,Sale,2024-09-04,-119.13
CMI,John James,Sale,2024-09-04,675.11
WFC,John James,Sale,2024-09-04,2477.63
PLD,John James,Sale,2024-09-04,-1547.52
ETR,John James,Sale,2024-09-04,3691.34
T,John James,Sale,2024-09-04,3135.63
RTX,John James,Sale,2024-09-04,929.73
BLK,John James,Sale,2024-09-04,735.94
APD,John James,Sale,2024-09-04,618.2
MRVL,John James,Sale,2024-09-04,-67.73
AMAT,John James,Sale,2024-09-04,-1659.17
PSA,John James,Sale,2024-09-04,-1535.4
THC,John James,Sale,2024-09-04,-2400.69
CAH,John James,Sale,2024-09-04,1578.44
SNY,John James,Sale,2024-09-04,-278.49
PKG,John James,Sale,2024-09-04,-496.19
CME,John James,Sale,2024-09-04,2192.13
DEO,John James,Sale,2024-09-04,-1728.61
TKO,John James,Sale,2024-09-04,2706.0
MCHP,John James,Sale,2024-09-04,-3273.51
DNB,John James,Sale,2024-09-04,-2639.12
ACN,John James,Sale,2024-09-04,-1124.16
BAC,John James,Sale,2024-09-04,486.42
CDW,John James,Sale,2024-09-04,-2280.4
DIS,John James,Sale,2024-09-04,1143.98
MRK,John James,Sale,2024-09-04,-1959.41
AMD,John James,Sale,2024-09-04,-2444.1
APTV,John James,Sale,2024-09-04,-1009.21
ELV,John James,Sale,2024-09-04,-2194.73
AVTR,John James,Sale,2024-09-04,-3399.84
DLTR,John James,Sale,2024-09-04,501.89
CTVA,John James,Sale,2024-09-04,1120.72
AMZN,John James,Sale,2024-09-04,1320.03
SHEL,John James,Sale,2024-09-04,364.91
NVDA,John James,Sale,2024-09-04,1081.82
UBER,John James,Sale,2024-09-04,598.1
PH,John James,Sale,2024-09-04,782.56
AEP,John James,Sale,2024-09-04,261.64
JNJ,John James,Sale,2024-09-04,-222.87
BK,John James,Sale,2024-09-04,2333.92
CTSH,John James,Sale,2024-09-04,-116.4
HD,John James,Sale,2024-09-04,-370.75
AVY,John James,Sale,2024-09-04,-2024.67
PG,John James,Sale,2024-09-04,-523.59
NVO,John James,Sale,2024-09-04,-4286.78
BX,John James,Sale,2024-09-04,757.34
MS,John James,Sale,2024-09-04,1996.01
AVB,John James,Sale,2024-09-04,-774.78
HUM,John James,Sale,2024-09-04,-2833.33
DFS,John James,Sale,2024-09-04,2202.4
JPM,John James,Sale,2024-09-04,1016.73
FTV,John James,Sale,2024-09-04,432.42
PEP,John James,Sale,2024-09-04,-1852.45
META,John James,Sale,2024-09-04,1628.7
BAH,John James,Sale,2024-09-04,-3358.42
ABBV,John James,Sale,2024-09-04,659.86
SONY,John James,Sale,2024-09-04,3354.86
TMO,John James,Sale,2024-09-04,-1539.14
LRCX,John James,Sale,2024-09-04,-79.01
ZBRA,John James,Sale,2024-09-04,-1182.23
LMT,John James,Sale,2024-09-04,-2350.12
PNC,John James,Sale,2024-09-04,-479.82
CIEN,John James,Sale,2024-09-04,1935.19
TXN,John James,Sale,2024-09-04,-1225.49
IBM,John James,Sale,2024-09-04,1947.97
EBAY,John James,Sale,2024-09-04,1158.61
V,John James,Sale,2024-09-04,1966.92
HON,John James,Sale,2024-09-04,222.83
BDX,John James,Sale,2024-09-04,-258.53
COP,John James,Sale,2024-09-04,-611.64
WEC,John James,Sale,2024-09-04,1297.86
AAPL,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,-202.0
AMZN,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,1132.48
UPS,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,-972.55
NVDA,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,898.15
SSMXY,Josh Gottheimer,Purchase,2024-09-03,-93.41
PANW,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,269.52
CRWD,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,3587.4
GLW,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,1932.63
DLR,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,39.39
TSLA,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,1809.59
ILMN,Michael C. Burgess,Sale,2024-09-03,-3270.38
GOOG,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,481.68
LULU,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,2500.77
QCOM,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,-393.29
BNTX,Josh Gottheimer,Sale,2024-09-03,838.64
SCHW,Marjorie Taylor Mrs Greene,Purchase,2024-09-03,2099.09
WFC,A. Mitchell Jr. McConnell,Purchase,2024-09-01,2424.19
MSFT,Suzan K. Delbene,Sale,2024-08-31,-444.02
LOW,Josh Gottheimer,Sale,2024-08-30,-862.37
SNPS,Josh Gottheimer,Sale,2024-08-30,-1366.1
BATRK,John Hickenlooper,Sale (Full),2024-08-30,-816.23
BRK.B,Josh Gottheimer,Purchase,2024-08-30,966.34
ETN,Josh Gottheimer,Sale,2024-08-30,-374.35
APD,Josh Gottheimer,Sale,2024-08-30,459.03
NSC,Josh Gottheimer,Sale,2024-08-30,-952.92
ILMN,Michael C. Burgess,Sale,2024-08-30,-3328.77
TXN,Josh Gottheimer,Sale,2024-08-30,-1648.78
BNTX,Josh Gottheimer,Sale,2024-08-30,811.61
NKE,Shelley Moore Capito,Purchase,2024-08-28,-1793.69
BATRK,John Hickenlooper,Purchase,2024-08-28,-1043.89
ROST,John James,Sale,2024-08-28,-1758.51
GOOG,John James,Sale,2024-08-28,106.38
UBER,John James,Purchase,2024-08-28,555.32
BATRK,John Hickenlooper,Sale (Full),2024-08-28,-1043.89
UPS,John James,Sale,2024-08-28,-950.55
NGL,Mark Dr Green,Sale,2024-08-28,1393.64
TSLA,Josh Gottheimer,Sale,2024-08-28,2087.97
BRK.B,Eleanor Holmes Norton,Sale,2024-08-27,1330.35
AVGO,Shelley Moore Capito,Purchase,2024-08-27,1875.58
LRCX,Jonathan Jackson,Sale,2024-08-26,-738.91
SPG,Jonathan Jackson,Purchase,2024-08-26,-314.29
AAPL,Tommy Tuberville,Sale (Full),2024-08-26,-392.2
EIBLX,Tommy Tuberville,Sale (Full),2024-08-26,
UPS,Tommy Tuberville,Sale (Full),2024-08-26,-1095.47
MDT,Tommy Tuberville,Sale (Full),2024-08-26,110.81
CVS,Tommy Tuberville,Sale (Full),2024-08-26,1422.49
ABNFX,Tommy Tuberville,Purchase,2024-08-26,
GLA,Max Miller,Purchase,2024-08-22,
NSC,Shelley Moore Capito,Sale (Partial),2024-08-22,-225.64
AMZN,Greg Landsman,Sale,2024-08-21,893.9
KMI,Marjorie Taylor Mrs Greene,Purchase,2024-08-21,3319.03
GOOG,Marjorie Taylor Mrs Greene,Purchase,2024-08-21,-82.32
FDX,Marjorie Taylor Mrs Greene,Purchase,2024-08-21,-2099.0
INTC,Marjorie Taylor Mrs Greene,Purchase,2024-08-21,1331.15
AMZN,Marjorie Taylor Mrs Greene,Purchase,2024-08-21,893.9
ANET,Greg Landsman,Purchase,2024-08-21,-656.66
NVDA,Marjorie Taylor Mrs Greene,Purchase,2024-08-21,-840.47
HTGC,Virginia Foxx,Purchase,2024-08-20,530.93
TJX,Markwayne Mullin,Purchase,2024-08-20,247.99
IQV,Markwayne Mullin,Purchase,2024-08-20,-2472.26
EW,Markwayne Mullin,Sale (Partial),2024-08-20,155.66
SBUX,Markwayne Mullin,Sale (Partial),2024-08-20,436.51
ABT,Josh Gottheimer,Purchase,2024-08-19,1290.44
ET,Virginia Foxx,Purchase,2024-08-19,1411.04
AAPL,Morgan Mcgarvey,Sale,2024-08-19,-337.33
STT,Jake Auchincloss,Sale,2024-08-16,1154.23
NWN,Earl Blumenauer,Purchase,2024-08-15,680.64
PG,Lloyd Doggett,Purchase,2024-08-15,-73.25
SNOW,Sheldon Whitehouse,Sale (Full),2024-08-15,2466.75
SBUX,C. Scott Franklin,Sale,2024-08-14,337.59
SBUX,Josh Gottheimer,Purchase,2024-08-14,337.59
SBUX,C. Scott Franklin,Sale,2024-08-14,337.59
SBUX,C. Scott Franklin,Sale,2024-08-14,337.59
ADBE,Greg Landsman,Sale,2024-08-14,-2825.73
SBUX,C. Scott Franklin,Sale,2024-08-14,337.59
ANET,Greg Landsman,Purchase,2024-08-14,-462.64
DE,Richard W. Allen,Sale,2024-08-14,3448.82
ARLP,Virginia Foxx,Purchase,2024-08-14,1314.66
ULTA,Greg Landsman,Sale,2024-08-14,654.0
ROST,John James,Sale,2024-08-13,-1278.5
AAPL,Morgan Mcgarvey,Purchase,2024-08-13,-135.58
MSFT,Josh Gottheimer,Purchase,2024-08-12,-382.24
WBD,Carol Devine Miller,Sale,2024-08-12,6005.96
MSFT,Josh Gottheimer,Sale,2024-08-12,-382.24
SBUX,Kathy Manning,Sale,2024-08-09,2927.15
PFE,Kathy Manning,Sale,2024-08-09,-795.1
HL,Debbie Wasserman Schultz,Purchase,2024-08-09,1428.57
HSHCY,Josh Gottheimer,Sale,2024-08-08,747.97
YUM,James E Hon Banks,Purchase,2024-08-08,1433.26
MCD,C. Scott Franklin,Purchase,2024-08-07,1339.05
FBKWX,C. Scott Franklin,Purchase,2024-08-07,
ACN,C. Scott Franklin,Purchase,2024-08-07,-399.35
SBUX,C. Scott Franklin,Purchase,2024-08-07,2892.81
QQQM,C. Scott Franklin,Purchase,2024-08-07,1065.72
JNJ,C. Scott Franklin,Purchase,2024-08-07,297.67
APD,C. Scott Franklin,Purchase,2024-08-07,512.18
LSYIX,C. Scott Franklin,Purchase,2024-08-07,
GD,C. Scott Franklin,Purchase,2024-08-07,-827.38
HSY,C. Scott Franklin,Purchase,2024-08-07,-1633.47
CB,C. Scott Franklin,Purchase,2024-08-07,967.97
UPS,C. Scott Franklin,Purchase,2024-08-07,-666.56
AMGN,C. Scott Franklin,Purchase,2024-08-07,113.28
NEE,C. Scott Franklin,Sale,2024-08-06,-791.22
PFE,C. Scott Franklin,Sale,2024-08-06,-1036.83
JPM,C. Scott Franklin,Sale,2024-08-06,2061.0
FQAL,C. Scott Franklin,Sale,2024-08-06,868.49
CHUY,Josh Gottheimer,Sale,2024-08-06,132.47
AMD,Josh Gottheimer,Sale,2024-08-06,-1823.63
COST,C. Scott Franklin,Sale,2024-08-06,1130.89
ONEQ,C. Scott Franklin,Sale,2024-08-06,857.76
KVUE,C. Scott Franklin,Sale,2024-08-06,1174.5
FWRG,Josh Gottheimer,Purchase,2024-08-06,302.65
FFRHX,C. Scott Franklin,Sale,2024-08-06,
BRKB,C. Scott Franklin,Sale,2024-08-06,
LUBYX,C. Scott Franklin,Sale,2024-08-06,
IJR,C. Scott Franklin,Sale,2024-08-06,-325.04
AAPL,C. Scott Franklin,Sale,2024-08-06,532.74
IJR,C. Scott Franklin,Sale,2024-08-06,-325.04
DFS,C. Scott Franklin,Sale,2024-08-06,3157.98
WMT,C. Scott Franklin,Sale,2024-08-06,2692.65
MSFT,C. Scott Franklin,Sale,2024-08-06,-208.95
QQQ,C. Scott Franklin,Sale,2024-08-06,939.87
DGRO,C. Scott Franklin,Sale,2024-08-06,581.36
TNDM,Josh Gottheimer,Purchase,2024-08-05,-5025.74
KO,Josh Gottheimer,Purchase,2024-08-05,83.7
SPOT,Josh Gottheimer,Purchase,2024-08-05,8514.95
NOW,Josh Gottheimer,Purchase,2024-08-05,594.93
GL,Susan M. Collins,Sale (Full),2024-08-05,4310.05
NGL,Mark Dr Green,Sale,2024-08-05,1365.85
CB,C. Scott Franklin,Purchase,2024-08-02,741.19
GD,C. Scott Franklin,Purchase,2024-08-02,-991.14
ORCL,Josh Gottheimer,Sale,2024-08-02,1421.82
JNJ,C. Scott Franklin,Purchase,2024-08-02,-31.07
KO,Josh Gottheimer,Purchase,2024-08-02,-95.2
MAR,Josh Gottheimer,Sale,2024-08-02,1114.8
MRK,C. Scott Franklin,Purchase,2024-08-02,-1917.53
PG,C. Scott Franklin,Purchase,2024-08-02,-199.32
LSYIX,C. Scott Franklin,Purchase,2024-08-02,
FTV,Thomas H. Kean Jr.,Purchase,2024-08-02,927.82
QQQM,C. Scott Franklin,Purchase,2024-08-02,722.37
MCD,C. Scott Franklin,Purchase,2024-08-02,1039.07
UPS,C. Scott Franklin,Purchase,2024-08-02,-1012.03
FBKWX,C. Scott Franklin,Purchase,2024-08-02,
SBUX,C. Scott Franklin,Purchase,2024-08-02,2792.57
PEP,C. Scott Franklin,Purchase,2024-08-02,-1830.49
APD,C. Scott Franklin,Purchase,2024-08-02,351.74
ACN,C. Scott Franklin,Purchase,2024-08-02,-551.76
GS,Josh Gottheimer,Purchase,2024-08-02,2007.9
BKNG,Josh Gottheimer,Sale,2024-08-02,3873.44
JBL,Josh Gottheimer,Sale,2024-08-02,4577.39
AR,Maria Elvira Salazar,Purchase,2024-08-02,5384.91
AMGN,C. Scott Franklin,Purchase,2024-08-02,-537.44
T$A,Virginia Foxx,Purchase,2024-08-01,
AMD,Josh Gottheimer,Sale,2024-08-01,-1969.22
DFS,C. Scott Franklin,Sale,2024-08-01,2104.72
BRKB,C. Scott Franklin,Sale,2024-08-01,
LMT,C. Scott Franklin,Sale,2024-08-01,-1988.85
NEE,C. Scott Franklin,Sale,2024-08-01,-958.03
AAPL,Josh Gottheimer,Purchase,2024-08-01,-4.12
GOOG,C. Scott Franklin,Sale,2024-08-01,-359.52
COST,C. Scott Franklin,Sale,2024-08-01,1130.75
CSCO,C. Scott Franklin,Sale,2024-08-01,2724.2
WMT,C. Scott Franklin,Sale,2024-08-01,2319.82
SHOP,Josh Gottheimer,Sale,2024-08-01,7914.73
AAPL,C. Scott Franklin,Sale,2024-08-01,-4.12
UBER,Josh Gottheimer,Sale,2024-08-01,2428.71
KVUE,C. Scott Franklin,Sale,2024-08-01,2512.08
PFE,C. Scott Franklin,Sale,2024-08-01,-1425.77
GS,Josh Gottheimer,Purchase,2024-08-01,1300.09
JPM,C. Scott Franklin,Sale,2024-08-01,1619.06
TLK,Josh Gottheimer,Purchase,2024-07-31,-2034.75
ABEV,Josh Gottheimer,Purchase,2024-07-31,1456.31
DHI,Josh Gottheimer,Purchase,2024-07-31,-2839.44
MA,Josh Gottheimer,Purchase,2024-07-31,1552.26
AMD,Josh Gottheimer,Sale,2024-07-31,-2632.89
AAPL,Laurel Lee,Purchase,2024-07-31,-171.56
"4.WEEK, MATURE",Rudy Yakym Iii,Purchase,2024-07-30,
CAG,Sheldon Whitehouse,Sale (Full),2024-07-30,-1547.07
LRCX,John James,Sale,2024-07-30,-1128.37
LRN,Markwayne Mullin,Purchase,2024-07-30,6036.82
LRN,Markwayne Mullin,Purchase,2024-07-30,6036.82
CAG,Sheldon Whitehouse,Sale (Full),2024-07-30,-1547.07
BRK.B,Jerry Moran,Sale (Partial),2024-07-29,1907.33
ABT,Josh Gottheimer,Purchase,2024-07-29,2058.8
BRK.B,Jerry Moran,Sale (Partial),2024-07-29,1907.33
ANET,Josh Gottheimer,Sale,2024-07-29,373.42
BRK.B,Jerry Moran,Sale (Partial),2024-07-29,1907.33
TSLA,Josh Gottheimer,Sale,2024-07-29,715.64
BRK.B,Jerry Moran,Sale (Partial),2024-07-29,1907.33
NVDA,Nancy Pelosi,Purchase,2024-07-26,410.4
MSFT,Nancy Pelosi,Sale,2024-07-26,-799.73
SNDR,Josh Gottheimer,Purchase,2024-07-26,-1224.41
MEDP,Josh Gottheimer,Sale,2024-07-26,-1500.51
MSI,John Boozman,Purchase,2024-07-26,736.58
LRCX,John Boozman,Sale (Partial),2024-07-26,-1522.85
MMM,Josh Gottheimer,Purchase,2024-07-26,1824.47
GOOGL,John Boozman,Purchase,2024-07-26,-180.24
HTLD,Josh Gottheimer,Sale,2024-07-26,-2959.03
DIS,Sheldon Whitehouse,Sale (Full),2024-07-25,1148.97
PEP,Shelley Moore Capito,Sale (Partial),2024-07-25,-1495.15
RY,Michael C. Burgess,Sale,2024-07-25,365.91
LOW,Shelley Moore Capito,Sale (Partial),2024-07-25,-327.98
LINE,John Hickenlooper,Purchase,2024-07-25,-2770.49
NGL,Mark Dr Green,Sale,2024-07-24,-168.78
ONEW,Katie Britt,Sale (Full),2024-07-24,-3566.9
TSLA,Josh Gottheimer,Sale,2024-07-24,1514.88
SQ,Josh Gottheimer,Sale,2024-07-24,4091.72
RHHBY,Josh Gottheimer,Purchase,2024-07-23,1439.79
DAL,Morgan Mcgarvey,Sale,2024-07-23,724.6
JPM,Marjorie Taylor Mrs Greene,Purchase,2024-07-23,1488.14
SOHO,Lance Gooden,Sale,2024-07-23,-4031.47
GLW,Marjorie Taylor Mrs Greene,Purchase,2024-07-23,1014.53
DUK,Marjorie Taylor Mrs Greene,Purchase,2024-07-23,1118.37
ABCB,Earl Leroy Carter,Sale,2024-07-23,-535.63
MRO,Lance Gooden,Sale,2024-07-23,255.03
TECK,Jonathan Jackson,Sale,2024-07-23,-945.41
ABT,Thomas H. Kean Jr.,Purchase,2024-07-23,2157.43
UPS,Marjorie Taylor Mrs Greene,Purchase,2024-07-23,-985.28
DELL,Marjorie Taylor Mrs Greene,Purchase,2024-07-23,-2247.12
AMAT,Marjorie Taylor Mrs Greene,Purchase,2024-07-23,-3074.44
ISRG,Josh Gottheimer,Purchase,2024-07-22,680.3
UPS,Michael C. Burgess,Sale,2024-07-22,-2071.91
CRM,Josh Gottheimer,Sale,2024-07-22,1044.55
FMAO,Robert E. Latta,Purchase,2024-07-20,-690.98
FNA,Josh Gottheimer,Purchase,2024-07-19,6061.73
FLYW,Josh Gottheimer,Purchase,2024-07-19,-4524.46
FCX,Josh Gottheimer,Purchase,2024-07-19,-1230.94
ABEV,Josh Gottheimer,Purchase,2024-07-19,1184.83
NOC,Josh Gottheimer,Purchase,2024-07-19,1205.19
ATRC,Josh Gottheimer,Purchase,2024-07-19,3876.71
SGIOY,Josh Gottheimer,Purchase,2024-07-19,722.38
PPBI,Josh Gottheimer,Purchase,2024-07-19,-2066.06
SWTX,Josh Gottheimer,Purchase,2024-07-19,3226.41
ABCB,Earl Leroy Carter,Sale,2024-07-19,-143.3
DHI,Josh Gottheimer,Purchase,2024-07-19,-2588.59
AMD,Josh Gottheimer,Purchase,2024-07-19,-2977.97
TLK,Josh Gottheimer,Purchase,2024-07-19,-2823.23
VIAV,Josh Gottheimer,Purchase,2024-07-19,5597.32
SHLS,Josh Gottheimer,Purchase,2024-07-19,-4977.24
GMAB,Josh Gottheimer,Purchase,2024-07-19,-2879.28
ABCB,Earl Leroy Carter,Sale,2024-07-19,-143.3
SQ,Josh Gottheimer,Purchase,2024-07-19,2769.46
MDY,John Boozman,Sale (Partial),2024-07-18,-297.45
DFS,John James,Purchase,2024-07-18,1535.45
LPLA,John James,Sale,2024-07-18,4978.07
MA,Josh Gottheimer,Purchase,2024-07-18,1938.18
ABCB,Earl Leroy Carter,Sale,2024-07-18,-191.82
VEA,John Boozman,Purchase,2024-07-18,282.5
XOM,Shelley Moore Capito,Sale (Partial),2024-07-17,-181.91
OTIS,Gary Peters,Sale (Full),2024-07-17,230.47
MSFT,Shelley Moore Capito,Sale (Partial),2024-07-17,-1178.3
C,Shelley Moore Capito,Sale (Partial),2024-07-17,646.35
FANG,Greg Landsman,Purchase,2024-07-17,-2486.01
ISRG,Greg Landsman,Sale,2024-07-17,1554.56
CMCSA,Jared Moskowitz,Sale,2024-07-17,-946.05
LHX,Greg Landsman,Purchase,2024-07-17,-1270.51
ISRG,Greg Landsman,Sale,2024-07-17,1554.56
VEEV,John James,Sale,2024-07-16,2650.67
RY,Michael C. Burgess,Sale,2024-07-16,276.82
RY,Michael C. Burgess,Purchase,2024-07-16,276.82
AZO,Richard W. Allen,Purchase,2024-07-16,2080.21
LZB,Josh Gottheimer,Purchase,2024-07-16,-893.58
JNJ,Richard W. Allen,Sale,2024-07-16,835.71
BRK.B,Kathy Castor,Sale,2024-07-15,2013.95
HELE,Josh Gottheimer,Sale,2024-07-12,-1751.21
ASC,Virginia Foxx,Purchase,2024-07-11,-4979.94
"3.MONTH, MATURE",Rudy Yakym Iii,Purchase,2024-07-11,
BAX,Earl Blumenauer,Purchase,2024-07-09,-241.11
TECK,Jonathan Jackson,Purchase,2024-07-09,-1410.52
ALIZY,Josh Gottheimer,Sale,2024-07-09,3584.43
MAR,Josh Gottheimer,Sale,2024-07-09,-1.26
CRM,Jonathan Jackson,Sale,2024-07-09,1116.75
ASC,Virginia Foxx,Purchase,2024-07-09,-4995.0
AES,Jonathan Jackson,Purchase,2024-07-09,-2618.78
WBD,Earl Blumenauer,Sale,2024-07-09,4632.15
ABNB,Josh Gottheimer,Sale,2024-07-09,-1551.33
MCD,Josh Gottheimer,Purchase,2024-07-09,2425.35
MDT,Earl Blumenauer,Sale,2024-07-09,1749.48
ASC,Virginia Foxx,Purchase,2024-07-08,-5090.73
CB,Kevin Hern,Purchase,2024-07-08,1519.43
DBSDY,Josh Gottheimer,Sale,2024-07-08,2313.35
AAPL,Laurel Mrs Lee,Sale,2024-07-05,-356.54
SO,Jared Moskowitz,Purchase,2024-07-05,1450.54
NOC,Jared Moskowitz,Sale,2024-07-05,1287.93
SHW,Jared Moskowitz,Purchase,2024-07-05,1309.1
AAPL,Laurel Mrs Lee,Purchase,2024-07-05,-356.54
WEC,Jared Moskowitz,Sale,2024-07-05,3719.97
FDS,Jared Moskowitz,Sale,2024-07-05,223.19
AMZN,Jared Moskowitz,Purchase,2024-07-05,-189.5
AVGO,Jared Moskowitz,Purchase,2024-07-05,1252.21
TSM,Josh Gottheimer,Sale,2024-07-05,-394.59
AMZN,Jared Moskowitz,Purchase,2024-07-05,-189.5
BRK.B,Jared Moskowitz,Purchase,2024-07-05,2693.29
TD,Jared Moskowitz,Sale,2024-07-05,778.56
FDS,Jared Moskowitz,Sale,2024-07-05,223.19
TD,Jared Moskowitz,Sale,2024-07-05,778.56
ALL,Jared Moskowitz,Sale,2024-07-05,3032.25
MDLZ,Jared Moskowitz,Sale,2024-07-05,-368.77
ROP,Jared Moskowitz,Purchase,2024-07-05,171.0
NVDA,Jared Moskowitz,Purchase,2024-07-05,-646.11
CB,Jared Moskowitz,Purchase,2024-07-05,1541.33
FDS,Jared Moskowitz,Sale,2024-07-05,223.19
AMZN,Jared Moskowitz,Purchase,2024-07-05,-189.5
COP,Jonathan Jackson,Sale,2024-07-05,-944.47
ALL,Jared Moskowitz,Sale,2024-07-05,3032.25
SHEL,Josh Gottheimer,Purchase,2024-07-05,-305.8
VOYA,John James,Sale,2024-07-05,-293.11
MA,Jared Moskowitz,Sale,2024-07-05,1917.73
LOW,Jared Moskowitz,Sale,2024-07-05,616.2
SHW,Jared Moskowitz,Purchase,2024-07-05,1309.1
MA,Jared Moskowitz,Sale,2024-07-05,1917.73
PNC,Jared Moskowitz,Sale,2024-07-05,1092.58
JPM,Jared Moskowitz,Purchase,2024-07-05,1798.92
PNC,Jared Moskowitz,Sale,2024-07-05,1092.58
AVGO,Jared Moskowitz,Purchase,2024-07-05,1252.21
WM,Jared Moskowitz,Sale,2024-07-05,693.2
ZTS,Jared Moskowitz,Sale,2024-07-05,-681.87
MA,Jared Moskowitz,Sale,2024-07-05,1917.73
AMZN,Jared Moskowitz,Purchase,2024-07-05,-189.5
WM,Jared Moskowitz,Purchase,2024-07-05,693.2
CMCSA,Jared Moskowitz,Sale,2024-07-05,-293.19
ELV,Jared Moskowitz,Purchase,2024-07-05,-1944.52
ORCL,Jared Moskowitz,Purchase,2024-07-05,510.94
LIN,Jared Moskowitz,Purchase,2024-07-05,518.91
SNA,Jared Moskowitz,Sale,2024-07-05,2843.94
WEC,Jared Moskowitz,Sale,2024-07-05,3719.97
MDLZ,Jared Moskowitz,Sale,2024-07-05,-368.77
JPM,Jared Moskowitz,Purchase,2024-07-05,1798.92
SHW,Jared Moskowitz,Purchase,2024-07-05,1309.1
SO,Jared Moskowitz,Purchase,2024-07-05,1450.54
BRK.B,Jared Moskowitz,Purchase,2024-07-05,2693.29
ATO,Jared Moskowitz,Purchase,2024-07-05,2967.2
ZTS,Jared Moskowitz,Sale,2024-07-05,-681.87
ABT,Jared Moskowitz,Purchase,2024-07-05,2145.74
SO,Jared Moskowitz,Purchase,2024-07-05,1450.54
